"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"PIKFYVE"	0.445818858233613	0.0324236029313106	-2.15398341580306	-4.28236910880909	-0.038759963125417	"PIKFYVE"	"PIKFYVE"
"WASF3"	0.445818858233613	0.0324409295706318	2.15376552283143	-4.2828205247202	0.0414208053010232	"WASF3"	"WASF3"
"DENR"	0.445818858233613	0.0324603822483514	2.15352101328425	-4.28332703116385	0.0528554713733851	"DENR"	"DENR"
"PPM1B"	0.445818858233613	0.0324994862135647	2.15302988012036	-4.2843442575754	0.0418774907443212	"PPM1B"	"PPM1B"
"SIP1"	0.445818858233613	0.0325506940445239	2.15238749687947	-4.28567441631277	0.0280712807763219	"SIP1"	"SIP1"
"BBC3"	0.445818858233613	0.0325976654365877	2.15179902452333	-4.2868926113737	0.0464841985592533	"BBC3"	"BBC3"
"MS4A2"	0.445818858233613	0.0325999528287541	-2.15177038604249	-4.28695188770517	-0.0132097832416735	"MS4A2"	"MS4A2"
"ANG"	0.445818858233613	0.0327077840537957	-2.15042228680806	-4.28974135061653	-0.0316918061361199	"ANG"	"ANG"
"TACR3"	0.445818858233613	0.0327139675306905	2.1503450976699	-4.28990101850638	0.0285264589258751	"TACR3"	"TACR3"
"C17orf90"	0.445818858233613	0.0327161093740983	-2.15031836369787	-4.28995631719944	-0.0220429317935098	"C17orf90"	"C17orf90"
"SRP9"	0.445818858233613	0.0327318086402649	2.15012245533032	-4.29036152976629	0.0528103424436845	"SRP9"	"SRP9"
"CCDC49"	0.445818858233613	0.0327615369534454	-2.14975170293946	-4.29112828943319	-0.03938853898929	"CCDC49"	"CCDC49"
"JRK"	0.445818858233613	0.0328016782141046	2.14925154719514	-4.29216247053888	0.0283426329456745	"JRK"	"JRK"
"SFTPB"	0.445818858233613	0.0328434427103732	2.14873172622281	-4.29323707039636	0.0133168143186835	"SFTPB"	"SFTPB"
"TAF15"	0.445818858233613	0.0328498106066873	-2.1486525184286	-4.29340079091973	-0.0637224052502731	"TAF15"	"TAF15"
"NGDN"	0.446028235883389	0.0329027987060083	-2.14799393309951	-4.29476184720224	-0.0350904458507861	"NGDN"	"NGDN"
"SEMA6B"	0.447346387181693	0.0330377079207027	2.14632127600601	-4.2982168306684	0.048325351804958	"SEMA6B"	"SEMA6B"
"DYNC1LI2"	0.447828386229104	0.033111016682876	2.14541483378668	-4.30008807343148	0.0872947175644385	"DYNC1LI2"	"DYNC1LI2"
"ARL1"	0.45013799928704	0.0333196885366996	2.14284410460486	-4.3053909351511	0.0246254937896828	"ARL1"	"ARL1"
"PIK3R4"	0.450301605494166	0.0333848859664911	-2.1420437515287	-4.30704065247091	-0.0509201646912376	"PIK3R4"	"PIK3R4"
"NAP1L3"	0.450301605494166	0.0334076391107672	-2.14176475472488	-4.30761559268469	-0.0652937954821207	"NAP1L3"	"NAP1L3"
"MXD1"	0.450493913976447	0.0334976115900912	2.14066312280523	-4.3098850724334	0.0214737242851487	"MXD1"	"MXD1"
"P2RX5"	0.450493913976447	0.0334977790350486	-2.14066107497119	-4.30988929015275	-0.0365493803586137	"P2RX5"	"P2RX5"
"AVPR2"	0.451005530541225	0.0335738011788162	2.13973224211818	-4.31180191731897	0.0217639527661402	"AVPR2"	"AVPR2"
"SLC11A1"	0.452357749103581	0.033720117736597	-2.13794964640143	-4.31547036936291	-0.0205720448649617	"SLC11A1"	"SLC11A1"
"C19orf42"	0.452357749103581	0.0337674054654074	2.13737495805804	-4.31665241375241	0.045411516500874	"C19orf42"	"C19orf42"
"EPHA3"	0.452357749103581	0.0337887430277791	-2.13711586937976	-4.31718521955645	-0.0121677685162862	"EPHA3"	"EPHA3"
"MOGS"	0.453371715877232	0.033944754985023	-2.13522578451292	-4.32107023938721	-0.0303641890974082	"MOGS"	"MOGS"
"FBXW7"	0.453371715877232	0.0339675113418673	-2.13495071682802	-4.32163536015516	-0.0704562696551647	"FBXW7"	"FBXW7"
"YIPF6"	0.453371715877232	0.0339790170215357	2.13481170221695	-4.32192093629761	0.0534208579749245	"YIPF6"	"YIPF6"
"PRKACG"	0.454374281231645	0.034092419753886	2.13344370543738	-4.3247302493007	0.0357751934779069	"PRKACG"	"PRKACG"
"FECH"	0.454405286572946	0.0341548374279442	2.13269242132944	-4.32627235185349	0.0303187781473675	"FECH"	"FECH"
"PECR"	0.454405286572946	0.0341832914965109	-2.13235032900353	-4.32697436632103	-0.0399680518249166	"PECR"	"PECR"
"COPE"	0.454405286572946	0.0342095432586285	2.13203493153939	-4.32762150443215	0.0411694411161576	"COPE"	"COPE"
"MYCBP"	0.454602469430981	0.0342626703276403	2.13139728218657	-4.32892956539671	0.0176357511397037	"MYCBP"	"MYCBP"
"ZBTB32"	0.454649949116475	0.0343045351080725	2.13089540608777	-4.32995884101967	0.0250796210887327	"ZBTB32"	"ZBTB32"
"PRDX3"	0.454824351873765	0.0343559952531172	-2.13027922238605	-4.33122222844313	-0.0344372976604139	"PRDX3"	"PRDX3"
"H1F0"	0.455917298350494	0.0344776643077257	2.12882551101508	-4.33420145111624	0.0656178099714955	"H1F0"	"H1F0"
"ENPP1"	0.455917298350494	0.0345153390498606	2.12837626554815	-4.33512173767478	0.0264091329523026	"ENPP1"	"ENPP1"
"RNF160"	0.455936188563355	0.0346088279324198	2.12726329497915	-4.33740087651648	0.0339285370285294	"RNF160"	"RNF160"
"SPG21"	0.455936188563355	0.0346395364521959	-2.1268982793046	-4.33814810685908	-0.034909347663809	"SPG21"	"SPG21"
"CYTIP"	0.455936188563355	0.0346449977325781	-2.12683339316476	-4.33828092365304	-0.0206073869388295	"CYTIP"	"CYTIP"
"TMEM126B"	0.455936188563355	0.0346703476440176	-2.12653232296106	-4.33889713988514	-0.0403809776137607	"TMEM126B"	"TMEM126B"
"SFN"	0.456057140140045	0.0347999908428791	2.12499556017898	-4.34204121469152	0.0480659641635935	"SFN"	"SFN"
"SLC38A6"	0.456057140140045	0.0348182575848242	-2.12477942617036	-4.34248323073673	-0.0324108332535045	"SLC38A6"	"SLC38A6"
"NGB"	0.456057140140045	0.0348703082651748	2.12416409161001	-4.34374141729779	0.040946142402734	"NGB"	"NGB"
"HS3ST2"	0.456057140140045	0.0348757164054703	2.12410020278905	-4.34387203206164	0.0513147412186536	"HS3ST2"	"HS3ST2"
"SEMA4C"	0.456057140140045	0.0348925384829258	2.12390153040494	-4.34427817532366	0.0291450740149481	"SEMA4C"	"SEMA4C"
"BRF1"	0.456057140140045	0.0349099739273516	-2.12369570095798	-4.34469891138918	-0.0253605842170779	"BRF1"	"BRF1"
"DNTT"	0.457303351605003	0.035043877891415	2.12211787423354	-4.34792285361072	0.0188462587451663	"DNTT"	"DNTT"
"RERGL"	0.457538435068666	0.0351273868985038	-2.12113648821554	-4.34992694533731	-0.0612079278973288	"RERGL"	"RERGL"
"DPT"	0.457538435068666	0.0351797464323183	2.12052218924829	-4.35118095655376	0.0143432374130463	"DPT"	"DPT"
"CBLN1"	0.457538435068666	0.0352025429356392	2.12025497893832	-4.35172632321828	0.0418495379058498	"CBLN1"	"CBLN1"
"LBH"	0.457538435068666	0.035240560914977	-2.11980968016235	-4.35263501613548	-0.0637474804916245	"LBH"	"LBH"
"CIDEC"	0.457538435068666	0.0352670319349007	-2.11949987301428	-4.35326711230241	-0.041412252279025	"CIDEC"	"CIDEC"
"PDHB"	0.457538435068666	0.0352930700229809	-2.11919532773457	-4.35388838668261	-0.0337503534029866	"PDHB"	"PDHB"
"FGR"	0.457709374660397	0.0354131440894491	-2.11779341829267	-4.35674719083687	-0.0313926875946128	"FGR"	"FGR"
"KCTD2"	0.457709374660397	0.0354200198469148	2.11771326502473	-4.35691058647853	0.0299630492848897	"KCTD2"	"KCTD2"
"CPD"	0.457709374660397	0.0354991078389328	2.11679226721733	-4.35878765318843	0.0254503064948663	"CPD"	"CPD"
"G3BP2"	0.457709374660397	0.0355013841921808	2.11676578468401	-4.35884161515312	0.0380088536529813	"G3BP2"	"G3BP2"
"WDR76"	0.457709374660397	0.0355822167948844	2.11582634282386	-4.36075544540829	0.0275348232401448	"WDR76"	"WDR76"
"STAT4"	0.457709374660397	0.0357236497911055	-2.11418700230684	-4.36409316380492	-0.0520933005514196	"STAT4"	"STAT4"
"ATP6V1A"	0.457709374660397	0.0357472685564341	-2.11391378239865	-4.36464920263973	-0.0499935002867939	"ATP6V1A"	"ATP6V1A"
"PSG3"	0.457709374660397	0.0357814108000375	-2.11351910181608	-4.36545230880692	-0.0211352361161266	"PSG3"	"PSG3"
"CABYR"	0.457709374660397	0.0358380712871728	2.11286482631049	-4.36678332959703	0.0314209205584309	"CABYR"	"CABYR"
"ELMO3"	0.457709374660397	0.0358589579327432	-2.11262386617349	-4.36727342590586	-0.030036463580672	"ELMO3"	"ELMO3"
"HRH3"	0.457709374660397	0.0359131506668577	2.11199923001648	-4.36854364399969	0.0325410317975155	"HRH3"	"HRH3"
"TTRAP"	0.457709374660397	0.0359234559644424	-2.11188054076194	-4.3687849618911	-0.0403313394961774	"TTRAP"	"TTRAP"
"RBM4"	0.457709374660397	0.0359704376052116	2.11133980922728	-4.36988420815035	0.0492063744301746	"RBM4"	"RBM4"
"ISOC2"	0.457709374660397	0.0359743433343973	-2.11129488386068	-4.36997552424913	-0.0335254596107341	"ISOC2"	"ISOC2"
"TAZ"	0.457709374660397	0.0360013005388034	-2.11098492477404	-4.37060550197894	-0.0237455308830697	"TAZ"	"TAZ"
"KIAA0195"	0.457709374660397	0.0360190190704361	2.11078130227614	-4.37101930730914	0.0410569344286289	"KIAA0195"	"KIAA0195"
"PTPRN2"	0.457709374660397	0.0360535667650674	-2.11038452525923	-4.37182553512298	-0.0273916139550372	"PTPRN2"	"PTPRN2"
"CYTSA"	0.457709374660397	0.0360601403670462	2.11030906504282	-4.37197884949307	0.0363500270785362	"CYTSA"	"CYTSA"
"ITSN1"	0.457709374660397	0.036156402183643	2.1092053997798	-4.37422059433211	0.0224391505973274	"ITSN1"	"ITSN1"
"DLG2"	0.457709374660397	0.0361564399898902	2.10920496681794	-4.37422147353638	0.0571817398184672	"DLG2"	"DLG2"
"TICAM1"	0.457709374660397	0.0361797608215668	-2.10893796779676	-4.37476362856343	-0.034626189709345	"TICAM1"	"TICAM1"
"TGFBRAP1"	0.457709374660397	0.0362273026117973	2.10839412168524	-4.3758677326612	0.0372017936516308	"TGFBRAP1"	"TGFBRAP1"
"MYL9"	0.457709374660397	0.0362525532340835	-2.10810552069817	-4.37645353329403	-0.0723889055758387	"MYL9"	"MYL9"
"REXO2"	0.457709374660397	0.0362775367851596	-2.10782014202158	-4.37703271790608	-0.0387611440326953	"REXO2"	"REXO2"
"PTH"	0.457709374660397	0.0363142926412023	2.10740059888903	-4.37788405719265	0.0147113592630115	"PTH"	"PTH"
"PICK1"	0.457709374660397	0.0363261698258498	-2.10726510683781	-4.37815896381061	-0.0396542437330968	"PICK1"	"PICK1"
"EGFL8"	0.457709374660397	0.036346942341453	-2.10702823040912	-4.37863953367592	-0.0325777335572184	"EGFL8"	"EGFL8"
"DKC1"	0.458463815265953	0.0364454603461945	2.10590637465322	-4.38091482914034	0.0244002059720926	"DKC1"	"DKC1"
"CHRNA2"	0.458597450073451	0.0365938968410361	2.1042209874909	-4.38433087467733	0.0411492355537151	"CHRNA2"	"CHRNA2"
"LTBR"	0.458597450073451	0.0366177276269499	-2.103950953329	-4.38487795330248	-0.0391395405972364	"LTBR"	"LTBR"
"MTMR1"	0.458597450073451	0.0366902945112551	2.10312960295235	-4.38654156425782	0.0282425339648383	"MTMR1"	"MTMR1"
"PCSK1"	0.458597450073451	0.0367331635171716	-2.10264504371281	-4.38752272745575	-0.0771216641924183	"PCSK1"	"PCSK1"
"KIAA0368"	0.458597450073451	0.0367450963931387	-2.10251024973591	-4.38779562755282	-0.0296355234175836	"KIAA0368"	"KIAA0368"
"FLT4"	0.458597450073451	0.0368114316798135	-2.10176160926411	-4.38931099948566	-0.0319482133170075	"FLT4"	"FLT4"
"GRPEL1"	0.458597450073451	0.0368169508360204	2.10169937387326	-4.3894369509565	0.031036254440495	"GRPEL1"	"GRPEL1"
"RPS27L"	0.458597450073451	0.0368335279421136	2.10151249438327	-4.38981513469094	0.0558832593950427	"RPS27L"	"RPS27L"
"NF1"	0.458597450073451	0.0369029237497866	-2.10073095381288	-4.39139637189263	-0.0215869664532102	"NF1"	"NF1"
"PGF"	0.458597450073451	0.0369092276328788	-2.10066002152032	-4.39153985646985	-0.0342178335031088	"PGF"	"PGF"
"FGFR3"	0.458597450073451	0.0369095224269152	-2.10065670470547	-4.39154656573748	-0.0642446995808047	"FGFR3"	"FGFR3"
"PTTG2"	0.458597450073451	0.0369195084017027	2.10054436297371	-4.39177380510116	0.0170374320459017	"PTTG2"	"PTTG2"
"SIAH2"	0.459140937273951	0.0370019264817829	2.09961815771511	-4.39364684486519	0.045002185318155	"SIAH2"	"SIAH2"
"NR2F1"	0.46047094686753	0.0371546577438187	2.09790644923802	-4.39710630703568	0.0449017613688699	"NR2F1"	"NR2F1"
"NAE1"	0.46047094686753	0.037186664256502	-2.09754850702896	-4.3978293878256	-0.0500360537444496	"NAE1"	"NAE1"
"R3HDM2"	0.460804856147433	0.0372524346864451	-2.09681379738742	-4.39931320858189	-0.0741202323233308	"R3HDM2"	"R3HDM2"
"FAIM2"	0.461234305146231	0.0373259930312023	-2.09599340698134	-4.40096948271419	-0.0342399954707566	"FAIM2"	"FAIM2"
"CALB1"	0.461274346490563	0.0374030710224155	2.09513524834698	-4.40270134305348	0.0739034953943605	"CALB1"	"CALB1"
"C16orf42"	0.461274346490563	0.0374069217406663	2.09509241561752	-4.40278776652678	0.0374568667807501	"C16orf42"	"C16orf42"
"PSD4"	0.461808841522748	0.0374891556402467	-2.09417860373653	-4.40463115938751	-0.0251158039646604	"PSD4"	"PSD4"
"FGF16"	0.463346610664512	0.0376530087824214	2.09236292181435	-4.40829157224069	0.0343656509458659	"FGF16"	"FGF16"
"ARAP3"	0.464653882099355	0.0377983705354086	-2.09075780624956	-4.41152495377865	-0.0331667406990119	"ARAP3"	"ARAP3"
"FAM5C"	0.465676432514201	0.0379207671782091	2.08941037361351	-4.41423741979707	0.0379919576243405	"FAM5C"	"FAM5C"
"MCRS1"	0.466278573989616	0.0380178417604811	-2.08834435224071	-4.4163822017946	-0.0392525184653606	"MCRS1"	"MCRS1"
"SLC25A17"	0.466278573989616	0.0380483316375526	-2.08801000991889	-4.41705466615612	-0.0211779600362688	"SLC25A17"	"SLC25A17"
"SMCP"	0.466746737648081	0.038125838780517	2.08716112339209	-4.41876157291344	0.0327995153197058	"SMCP"	"SMCP"
"GYS1"	0.467394079627643	0.0382238631728657	-2.08608963900946	-4.42091512211609	-0.0402708732184277	"GYS1"	"GYS1"
"CD53"	0.467394079627643	0.0382779432139172	-2.08549950829718	-4.42210075886935	-0.063862246310604	"CD53"	"CD53"
"IDH3B"	0.467394079627643	0.0383071483765408	2.08518111342367	-4.42274031545013	0.027399255479529	"IDH3B"	"IDH3B"
"FAM38A"	0.467394079627643	0.0383598039681928	-2.08460758675203	-4.42389211691793	-0.0368021922592803	"FAM38A"	"FAM38A"
"TMED3"	0.467394079627643	0.0383755139062696	2.08443660410434	-4.42423543906967	0.0429407408088741	"TMED3"	"TMED3"
"PRKCD"	0.467708629902348	0.0384407261292372	2.08372749239804	-4.42565900205407	0.0383325841386835	"PRKCD"	"PRKCD"
"YWHAH"	0.467822714236641	0.038582483671828	-2.08218958025572	-4.42874481368025	-0.0594039692562891	"YWHAH"	"YWHAH"
"NKAIN1"	0.467822714236641	0.0385927997816426	2.08207785084995	-4.42896891310204	0.043414627838513	"NKAIN1"	"NKAIN1"
"HRASLS2"	0.467822714236641	0.0385998856751142	-2.08200112135836	-4.42912280535381	-0.0348930719583274	"HRASLS2"	"HRASLS2"
"PPP2R3A"	0.467822714236641	0.0386076850485817	2.08191667989938	-4.42929215881311	0.0196597406442585	"PPP2R3A"	"PPP2R3A"
"RABL5"	0.46820906753075	0.0386789974945403	-2.08114527806092	-4.43083895666924	-0.0366389819829459	"RABL5"	"RABL5"
"SCP2"	0.46900252444499	0.0387840403372615	-2.08001122187777	-4.43311194467222	-0.0360329065997231	"SCP2"	"SCP2"
"HAUS7"	0.469653181053502	0.0388966409869782	-2.07879848639031	-4.43554131727184	-0.0358577884479844	"HAUS7"	"HAUS7"
"RHCE"	0.469653181053502	0.0389169456974018	2.07858011970861	-4.43597860906629	0.0439743203041005	"RHCE"	"RHCE"
"UBAP2"	0.470460151542811	0.0390234315174458	2.07743651355496	-4.43826802767652	0.0293452739165386	"UBAP2"	"UBAP2"
"TMEM121"	0.471749305927446	0.039170089738481	-2.07586583861974	-4.44141044170177	-0.0385629720130052	"TMEM121"	"TMEM121"
"USP5"	0.472095807190292	0.0392393747500459	-2.07512556174365	-4.44289070800693	-0.0417204169847523	"USP5"	"USP5"
"ST8SIA2"	0.472095807190292	0.0392783711582323	-2.07470939561162	-4.44372265669965	-0.0319912595837518	"ST8SIA2"	"ST8SIA2"
"HGFAC"	0.472242198921892	0.0393439489086243	-2.07401035203361	-4.44511973998561	-0.0342826213360426	"HGFAC"	"HGFAC"
"GAB1"	0.472242198921892	0.0393846770337959	2.07357670120605	-4.44598619232366	0.0410656888291328	"GAB1"	"GAB1"
"SLC25A36"	0.472242198921892	0.0394265808679273	2.07313093220168	-4.44687667645373	0.0342063604692671	"SLC25A36"	"SLC25A36"
"PCYOX1"	0.472242198921892	0.0394496220067804	2.07288599538394	-4.44736589297442	0.0459718020380863	"PCYOX1"	"PCYOX1"
"LPAR3"	0.473297318110843	0.039577619948132	-2.07152754776163	-4.45007813901147	-0.0300629778022438	"LPAR3"	"LPAR3"
"AP4S1"	0.473509457231724	0.0396352337253334	-2.07091731599509	-4.45129595984804	-0.0212116299551258	"AP4S1"	"AP4S1"
"PDGFA"	0.473525992082848	0.0396764936524155	2.07048076630906	-4.4521669578554	0.0315739540631681	"PDGFA"	"PDGFA"
"HTR7"	0.474469924231077	0.0398119153936586	2.06905066202522	-4.45501905087021	0.0230347473788677	"HTR7"	"HTR7"
"APOO"	0.474469924231077	0.0398354959543902	-2.06880206770017	-4.45551463625164	-0.0426633944288626	"APOO"	"APOO"
"PPP3CC"	0.475633929588259	0.0399799331080323	2.0672821009066	-4.45854352668308	0.0217857559454043	"PPP3CC"	"PPP3CC"
"SLC38A1"	0.475633929588259	0.0400133301607302	-2.06693131926854	-4.45924223858234	-0.112605124673583	"SLC38A1"	"SLC38A1"
"DOC2A"	0.477636918325701	0.0402589096482878	2.06435956298188	-4.46436137772491	0.0397842686308594	"DOC2A"	"DOC2A"
"DLX6"	0.477636918325701	0.0402829697957935	-2.06410832195509	-4.46486115134785	-0.0302342682424898	"DLX6"	"DLX6"
"SMARCAL1"	0.477636918325701	0.0403025003926192	-2.0639044736852	-4.46526660754358	-0.0311645672387796	"SMARCAL1"	"SMARCAL1"
"PRR5"	0.478021864982004	0.0404164266941012	2.06271706063321	-4.467627621178	0.0261778365563156	"PRR5"	"PRR5"
"ANXA7"	0.478021864982004	0.0404461072756362	-2.06240818006921	-4.46824157595218	-0.0340634648650127	"ANXA7"	"ANXA7"
"TSPYL5"	0.478021864982004	0.0404557452047927	-2.06230792148677	-4.4684408386901	-0.0541656499612083	"TSPYL5"	"TSPYL5"
"TTC26"	0.478550197116609	0.0405782011103117	2.0610358466384	-4.47096826645792	0.030394041304604	"TTC26"	"TTC26"
"NTSR2"	0.478550197116609	0.0405810567154885	-2.06100622168427	-4.47102710913297	-0.0614923562901225	"NTSR2"	"NTSR2"
"SST"	0.479707765440033	0.0407196149527203	-2.05957090891767	-4.47387703375831	-0.118280950733945	"SST"	"SST"
"PTTG3P"	0.479783362312339	0.0407664347430022	-2.05908684942498	-4.47483774242853	-0.0225351652766862	"PTTG3P"	"PTTG3P"
"DZIP1"	0.480143046765379	0.0408566603934151	2.05815536350582	-4.4766858456692	0.0434063641985928	"DZIP1"	"DZIP1"
"PODXL2"	0.480143046765379	0.0409716781860483	2.05697046744954	-4.47903556634297	0.0411689385347002	"PODXL2"	"PODXL2"
"THOP1"	0.480143046765379	0.0410002104776255	2.05667697166503	-4.47961738591629	0.0453883374854966	"THOP1"	"THOP1"
"FANCC"	0.480143046765379	0.0410127249153823	-2.0565482976172	-4.47987244142852	-0.0368140163602813	"FANCC"	"FANCC"
"ARHGEF3"	0.480143046765379	0.0410312365759417	-2.05635802127668	-4.48024957593523	-0.0589245363281938	"ARHGEF3"	"ARHGEF3"
"SEMA3E"	0.480143046765379	0.041039595155104	2.0562721297185	-4.48041980511967	0.0321790835881479	"SEMA3E"	"SEMA3E"
"SEMA3F"	0.484220826320337	0.0414534284231515	2.05203819071127	-4.48880263715114	0.0187144169117793	"SEMA3F"	"SEMA3F"
"BIN1"	0.484220826320337	0.0414696909783396	2.05187254579088	-4.48913026314379	0.0411614543104704	"BIN1"	"BIN1"
"LRP10"	0.486145160417593	0.0416754335414829	-2.0497816919094	-4.49326354464928	-0.0367137930134554	"LRP10"	"LRP10"
"P4HA2"	0.486824061789742	0.041849899523743	2.04801557212105	-4.49675173237047	0.0563545006977449	"P4HA2"	"P4HA2"
"PARD6A"	0.486824061789742	0.0418968059805404	2.04754180892229	-4.49768695156316	0.0400598005615838	"PARD6A"	"PARD6A"
"NME5"	0.486824061789742	0.0419011857106282	-2.04749759599199	-4.49777421829966	-0.0569567716682102	"NME5"	"NME5"
"SLC26A2"	0.486824061789742	0.041916666361802	2.04734135196281	-4.49808259565989	0.0524473145258501	"SLC26A2"	"SLC26A2"
"OLA1"	0.486824061789742	0.0419625857417357	-2.04687818337367	-4.49899661456424	-0.0545958284567596	"OLA1"	"OLA1"
"UCHL3"	0.486824061789742	0.0419796075177007	2.04670660198354	-4.49933516370345	0.0497666457405751	"UCHL3"	"UCHL3"
"GABARAPL2"	0.48800310917093	0.0421453280881686	2.04503921260749	-4.50262369133203	0.0360501330533172	"GABARAPL2"	"GABARAPL2"
"RANGAP1"	0.48800310917093	0.042178988525853	2.04470122283038	-4.50328998231222	0.0321885933369612	"RANGAP1"	"RANGAP1"
"CHRM2"	0.48800310917093	0.0422368661715969	2.04412060137679	-4.50443433506926	0.0371297462999074	"CHRM2"	"CHRM2"
"PPP1R15A"	0.48800310917093	0.0422465959229888	2.0440230602924	-4.50462654922126	0.0525830364033549	"PPP1R15A"	"PPP1R15A"
"LYPD1"	0.48800310917093	0.0424817522103289	-2.04167141373818	-4.50925803471722	-0.0424052855461446	"LYPD1"	"LYPD1"
"ARHGEF18"	0.48800310917093	0.0425056213140537	-2.04143333474992	-4.50972663799042	-0.0371189867964523	"ARHGEF18"	"ARHGEF18"
"IQCG"	0.48800310917093	0.0425219554502654	2.04127047786487	-4.51004715381999	0.0331617463482321	"IQCG"	"IQCG"
"CDK10"	0.48800310917093	0.042563720372171	-2.04085430965463	-4.51086609592714	-0.0240829976520071	"CDK10"	"CDK10"
"SPAG5"	0.48800310917093	0.0425848219765366	2.04064417416658	-4.51127954289265	0.0391430646609828	"SPAG5"	"SPAG5"
"PREP"	0.48800310917093	0.0425961952253351	-2.04053095306496	-4.51150229139366	-0.0255201374893409	"PREP"	"PREP"
"QSK"	0.48800310917093	0.0425963157159461	-2.04052975371446	-4.51150465090385	-0.0328314890275796	"QSK"	"QSK"
"C11orf58"	0.48800310917093	0.0426054460421451	2.04043887984197	-4.51168342532463	0.0429109546051609	"C11orf58"	"C11orf58"
"SRP54"	0.48800310917093	0.0426155136177057	2.04033869678412	-4.51188050467936	0.0403819777510369	"SRP54"	"SRP54"
"MAGI2"	0.488213200393556	0.0426957489362389	2.03954099007873	-4.51344941621151	0.0369862051764931	"MAGI2"	"MAGI2"
"FNTA"	0.488213200393556	0.0427510675728025	-2.03899175063211	-4.51452930598416	-0.0427262191366911	"FNTA"	"FNTA"
"KDM4B"	0.488213200393556	0.042775790696566	2.03874647907012	-4.51501145776141	0.0182667300784693	"KDM4B"	"KDM4B"
"IGSF6"	0.488213200393556	0.0427983108723951	2.03852316743273	-4.51545039262091	0.0140200223110247	"IGSF6"	"IGSF6"
"THTPA"	0.488993295811705	0.0429293288818382	2.03722596491604	-4.51799922433977	0.0446202606938046	"THTPA"	"THTPA"
"GREM1"	0.488993295811705	0.042986267319647	2.03666327113791	-4.51910435951344	0.0572052746636545	"GREM1"	"GREM1"
"IGHMBP2"	0.488993295811705	0.0430179880988358	-2.03635006595015	-4.51971937022624	-0.018795426613698	"IGHMBP2"	"IGHMBP2"
"ZDHHC3"	0.488993295811705	0.0430314100314301	-2.03621759944268	-4.51997945459115	-0.0270944931546116	"ZDHHC3"	"ZDHHC3"
"ITGB3BP"	0.489237112377909	0.0430940648039825	2.03559969906305	-4.52119242407587	0.0591711358615201	"ITGB3BP"	"ITGB3BP"
"C16orf80"	0.489522083694387	0.0431603891897283	-2.03494644185438	-4.52247441685266	-0.037595658855081	"C16orf80"	"C16orf80"
"USP9X"	0.489558403151361	0.0432176917383369	-2.0343827323782	-4.523580358365	-0.0320736585104358	"USP9X"	"USP9X"
"PFTK1"	0.489558403151361	0.0432460433604866	-2.03410406069812	-4.52412697573522	-0.0343543525243292	"PFTK1"	"PFTK1"
"SLC22A7"	0.48957648808233	0.0433215928668064	-2.03336223367992	-4.52558172701446	-0.0288655929955805	"SLC22A7"	"SLC22A7"
"APEX2"	0.48957648808233	0.0433300959136445	-2.03327881049993	-4.52574529124001	-0.0369715450954404	"APEX2"	"APEX2"
"P4HTM"	0.490091943237399	0.0434169873082732	-2.03242711897052	-4.52741479773938	-0.0357540277639823	"P4HTM"	"P4HTM"
"KRT10"	0.490341455085412	0.0435137954112385	2.03147993269496	-4.52927070741393	0.0402076930850682	"KRT10"	"KRT10"
"TNPO1"	0.490341455085412	0.0435239579375968	2.03138060491768	-4.52946528144223	0.0520180974978486	"TNPO1"	"TNPO1"
"EFCAB6"	0.490341455085412	0.0435845985737654	-2.03078831775292	-4.53062532836155	-0.0317274369259926	"EFCAB6"	"EFCAB6"
"CRYBA1"	0.490341455085412	0.0436301130954852	-2.03034423035358	-4.53149490004387	-0.0176166300849694	"CRYBA1"	"CRYBA1"
"CLDN4"	0.490341455085412	0.0436455509916026	2.03019369157596	-4.53178963002889	0.0286146210905881	"CLDN4"	"CLDN4"
"OGFOD2"	0.490459556663035	0.0436973651325888	-2.02968876993987	-4.53277802986385	-0.0201488201432999	"OGFOD2"	"OGFOD2"
"CDH3"	0.492136708673093	0.0438882336408257	2.02783316601417	-4.5364084063543	0.0315368779567377	"CDH3"	"CDH3"
"ELAC2"	0.492623086356816	0.043973092340061	-2.0270103821544	-4.53801711367516	-0.0368562227433352	"ELAC2"	"ELAC2"
"GLRB"	0.493389205792878	0.0440830271449468	-2.02594646782857	-4.54009635079915	-0.0464057191839176	"GLRB"	"GLRB"
"EIF4G2"	0.493642583231025	0.0441533677427364	-2.02526691685927	-4.54142386790049	-0.0322357172759244	"EIF4G2"	"EIF4G2"
"CNPY2"	0.493642583231025	0.0442811187469285	-2.02403508243318	-4.54382919301495	-0.0289711400421175	"CNPY2"	"CNPY2"
"COQ6"	0.493642583231025	0.0443302273520682	2.02356235840461	-4.54475187848487	0.0383561755498623	"COQ6"	"COQ6"
"TKTL1"	0.493642583231025	0.0443423308203252	2.02344591767697	-4.54497912134906	0.0235141440767473	"TKTL1"	"TKTL1"
"BAG1"	0.493642583231025	0.0443566727496636	2.02330797693515	-4.54524830687681	0.0332279119520386	"BAG1"	"BAG1"
"KDM6B"	0.493642583231025	0.0443760399951451	2.02312176284008	-4.54561166788329	0.0173266205186931	"KDM6B"	"KDM6B"
