gene_id,old_1,old_2,young_1,young_2
ENSG00000200343.1|RNA5S8,1,1,1,1
ENSG00000265739.1|AC104984.3,7,6,5,10
ENSG00000213853.10|EMP2,347,149,79,140
ENSG00000144668.12|ITGA9,1054,514,353,572
ENSG00000205108.5|FAM205A,25,25,15,11
ENSG00000242611.2|AC093627.6,0,0,13,0
ENSG00000226067.7|LINC00623,399,224,145,213
ENSG00000213716.3|FABP5P5,0,7,0,1
ENSG00000261701.7|HPR,62,36,36,50
ENSG00000112249.14|ASCC3,1169,775,506,547
ENSG00000275454.1|AC105020.6,7,11,12,7
ENSG00000253060.1|RF00601,0,0,0,0
ENSG00000265912.1|AC037487.1,12,9,17,4
ENSG00000258558.1|AL121852.1,0,0,0,0
ENSG00000228513.1|AC023271.1,2,3,8,2
ENSG00000184139.8|RPL7AP28,0,13,2,0
ENSG00000156273.16|BACH1,1083,488,448,554
ENSG00000241921.1|AC000372.1,0,0,0,0
ENSG00000092010.15|PSME1,714,419,246,255
ENSG00000131375.10|CAPN7,850,506,370,397
ENSG00000200942.1|RNU6-501P,1,0,1,1
ENSG00000100453.13|GZMB,0,0,0,0
ENSG00000089154.11|GCN1,2325,1672,1441,1127
ENSG00000199845.1|RNA5SP375,1,1,1,0
ENSG00000243335.9|KCTD7,835,665,577,400
ENSG00000188770.9|OPTC,8,0,0,0
ENSG00000246695.8|RASSF8-AS1,480,280,263,254
ENSG00000223120.1|RN7SKP181,0,0,0,0
ENSG00000179344.16|HLA-DQB1,43,138,118,0
ENSG00000137054.16|POLR1E,421,187,124,149
ENSG00000188167.9|TMPPE,444,257,267,198
ENSG00000286039.1|AC093849.2,0,0,6,0
ENSG00000177556.12|ATOX1,449,265,270,178
ENSG00000118855.19|MFSD1,397,297,232,206
ENSG00000201277.1|RF00019,1,1,2,1
ENSG00000221537.1|MIR548H1,0,0,2,0
ENSG00000226233.1|Z82188.1,0,0,0,0
ENSG00000274127.1|RF02271,22,9,6,7
ENSG00000248645.1|AC106872.5,0,0,0,0
ENSG00000225932.3|CTAGE4,16,4,5,3
ENSG00000214309.5|MBLAC1,281,32,151,160
ENSG00000244593.1|AC025062.1,0,1,1,0
ENSG00000270930.1|GRAMD4P8,0,0,0,0
ENSG00000251410.2|AC007106.1,26,0,20,7
ENSG00000146411.5|SLC2A12,170,108,83,64
ENSG00000197774.12|EME2,680,855,563,275
ENSG00000228374.1|AC012497.1,0,0,4,0
ENSG00000207149.1|RNU6-465P,0,0,0,0
ENSG00000114520.11|SNX4,941,493,436,439
ENSG00000258719.1|AC009396.2,21,4,9,2
ENSG00000236678.8|LINC00347,0,0,17,0
ENSG00000200855.1|RF00019,1,7,1,3
ENSG00000230260.1|AL136322.1,4,0,3,0
ENSG00000231951.1|AC004837.3,0,0,0,0
ENSG00000257718.1|CPNE8-AS1,14,12,14,0
ENSG00000162482.5|AKR7A3,65,56,21,24
ENSG00000204588.5|LINC01123,1914,1427,864,957
ENSG00000267053.7|AC092296.2,115,96,64,72
ENSG00000263986.1|AC087393.2,1,1,0,0
ENSG00000258301.3|VASH1-AS1,23,27,20,24
ENSG00000269897.5|COMMD3-BMI1,0,0,0,42
ENSG00000255514.1|OR4B2P,0,2,3,0
ENSG00000167419.10|LPO,9,21,30,18
ENSG00000264083.1|AC005899.1,14,13,0,11
ENSG00000276584.1|MIR6737,0,0,0,0
ENSG00000249293.1|AC091868.2,0,0,0,0
ENSG00000196705.8|ZNF431,600,502,394,339
ENSG00000264128.2|RN7SL713P,1,0,2,1
ENSG00000256235.2|SMIM3,47,39,11,25
ENSG00000137077.8|CCL21,0,0,9,0
ENSG00000279616.1|AL096817.1,29,21,16,21
ENSG00000151923.17|TIAL1,1547,1109,958,788
ENSG00000267274.1|AC008770.3,18,5,11,4
ENSG00000220635.2|KRASP1,0,0,0,1
ENSG00000234028.3|EIF2AK3-DT,24,6,18,17
ENSG00000228194.1|Z83846.1,1,1,1,1
ENSG00000215301.10|DDX3X,6647,4118,3073,3146
ENSG00000221475.1|SNORA11D,15,5,5,14
ENSG00000105401.9|CDC37,5771,3417,2447,2524
ENSG00000200998.1|RF00019,3,2,3,6
ENSG00000223688.2|RPS24P14,0,1,5,1
ENSG00000277031.1|RN7SL796P,2,1,0,2
ENSG00000238183.2|RPS27P5,0,0,0,0
ENSG00000226313.1|MTCYBP12,0,0,3,1
ENSG00000229225.1|AL162400.2,0,0,0,0
ENSG00000251139.2|AC084871.1,11,11,0,0
ENSG00000234997.2|AC016745.1,15,8,5,5
ENSG00000204780.5|IGKV1OR9-1,0,0,1,1
ENSG00000267735.1|AC020934.2,0,0,0,0
ENSG00000151651.16|ADAM8,64,21,59,0
ENSG00000236285.1|NPM1P8,15,10,7,6
ENSG00000242696.3|RN7SL40P,17,4,3,4
ENSG00000039123.16|MTREX,1634,1184,792,969
ENSG00000119314.15|PTBP3,877,586,452,449
ENSG00000177082.12|WDR73,489,338,301,362
ENSG00000221120.1|MIR1224,3,1,3,2
ENSG00000259807.2|AC009093.1,41,25,21,43
ENSG00000253295.2|AC022217.2,0,0,4,0
ENSG00000234178.1|DEFA11P,0,0,5,0
ENSG00000274711.1|RF00017,0,0,0,0
ENSG00000166821.9|PEX11A,180,67,66,76
ENSG00000223561.7|AC005165.1,35,16,14,9
ENSG00000129824.16|RPS4Y1,1037,588,404,608
ENSG00000170759.11|KIF5B,7423,4107,3965,3484
ENSG00000249919.1|FABP5P6,0,0,0,2
ENSG00000188487.11|INSC,0,0,7,7
ENSG00000249690.1|AC110813.1,20,13,12,7
ENSG00000261124.1|AC135050.4,0,5,0,0
ENSG00000274219.1|AC025588.4,0,0,0,0
ENSG00000270326.1|AL021997.1,5,0,2,0
ENSG00000285216.1|AL355499.2,0,0,0,0
ENSG00000066926.11|FECH,995,521,605,418
ENSG00000271335.6|AL117336.2,113,40,73,40
ENSG00000285597.1|AC051619.10,4,0,8,11
ENSG00000153707.17|PTPRD,9793,6399,5789,4700
ENSG00000242028.6|HYPK,1193,33,609,655
ENSG00000105379.9|ETFB,1520,918,967,911
ENSG00000244563.1|AC006011.1,1,2,1,1
ENSG00000267772.1|LINC01999,0,0,0,0
ENSG00000133460.19|SLC2A11,1198,936,487,488
ENSG00000275310.1|AC006158.1,0,0,0,0
ENSG00000276829.1|AC016911.1,0,0,0,0
ENSG00000254565.1|MTND2P26,7,3,1,5
ENSG00000122335.17|SERAC1,556,464,303,339
ENSG00000284696.2|AL596275.2,7,15,0,5
ENSG00000265273.1|PGDP1,3,2,5,3
ENSG00000169021.6|UQCRFS1,1246,826,805,653
ENSG00000279458.2|AC244230.1,0,0,0,0
ENSG00000281691.1|RBM5-AS1,33,20,35,50
ENSG00000212615.1|RF00151,1,1,0,0
ENSG00000238723.1|RF00019,2,8,1,4
ENSG00000235513.2|AL035681.1,79,52,64,24
ENSG00000182224.12|CYB5D1,393,185,158,64
ENSG00000089012.14|SIRPG,0,0,0,4
ENSG00000265337.1|AC079336.3,11,10,13,2
ENSG00000158691.14|ZSCAN12,475,225,209,211
ENSG00000167291.16|TBC1D16,2761,1126,1101,767
ENSG00000240533.3|RN7SL69P,6,0,2,0
ENSG00000252128.1|RF00086,0,0,0,0
ENSG00000126945.9|HNRNPH2,2845,1714,1437,1245
ENSG00000078114.18|NEBL,6243,3160,2270,2262
ENSG00000146918.19|NCAPG2,406,228,139,100
ENSG00000148606.13|POLR3A,1991,1533,867,1205
ENSG00000236481.1|LINC02195,0,0,0,0
ENSG00000233716.1|AC074367.1,36,22,20,13
ENSG00000221028.1|MIR1231,2,0,0,2
ENSG00000244558.6|KCNK15-AS1,50,26,44,29
ENSG00000139631.18|CSAD,583,506,326,244
ENSG00000184922.14|FMNL1,3459,1055,1136,776
ENSG00000142528.16|ZNF473,311,210,171,175
ENSG00000182957.16|SPATA13,1172,796,1179,480
ENSG00000233308.2|OSTN-AS1,0,0,0,0
ENSG00000127419.17|TMEM175,733,507,430,327
ENSG00000255121.2|AP003392.4,37,23,37,13
ENSG00000236173.1|AL049612.1,5,0,0,4
ENSG00000127837.9|AAMP,2171,1206,1216,1019
ENSG00000226014.1|AL358176.2,1,0,0,0
ENSG00000231585.1|AC034228.2,2,0,0,0
ENSG00000232082.1|RPS6KA2-IT1,12,13,6,10
ENSG00000259238.1|AC092755.2,6,11,8,3
ENSG00000259252.1|AC026583.1,0,0,0,0
ENSG00000273137.1|AL022328.2,11,7,16,17
ENSG00000284305.1|MIR3179-1,2,1,1,1
ENSG00000231546.1|RPL3P5,21,15,22,21
ENSG00000235512.1|TAB3-AS2,0,0,0,0
ENSG00000230100.1|AL606490.3,0,0,0,0
ENSG00000244363.3|RPL7P23,18,11,23,13
ENSG00000206962.1|RNU6-74P,2,0,0,1
ENSG00000229891.2|LINC01315,24,30,19,13
ENSG00000170790.5|OR10A2,15,64,59,45
ENSG00000179766.19|ATP8B5P,2,0,0,0
ENSG00000286308.1|AC084114.1,0,0,0,0
ENSG00000234841.4|AC017007.2,81,50,34,31
ENSG00000102445.18|RUBCNL,156,91,95,31
ENSG00000201912.1|RN7SKP189,1,1,1,1
ENSG00000207281.1|RF00019,0,0,0,2
ENSG00000091009.8|RBM27,1509,1033,722,868
ENSG00000228436.3|AL139260.1,176,103,102,80
ENSG00000283167.2|AC140479.7,5,0,0,0
ENSG00000261236.8|BOP1,981,809,543,518
ENSG00000286639.1|AC004879.1,0,0,0,0
ENSG00000277399.4|GPR179,665,531,325,420
ENSG00000274799.1|RF00017,6,3,4,4
ENSG00000261491.1|DNM1P31,0,0,0,0
ENSG00000133895.14|MEN1,908,447,417,418
ENSG00000177054.14|ZDHHC13,218,138,102,99
ENSG00000201201.1|RN7SKP118,2,2,1,5
ENSG00000264663.1|KRT8P34,2,0,9,0
ENSG00000136297.14|MMD2,766,461,308,298
ENSG00000198722.14|UNC13B,2892,1929,1479,1517
ENSG00000273872.1|SLC25A15P4,0,0,0,0
ENSG00000273189.1|AC010619.2,0,0,16,0
ENSG00000254204.1|AC022034.4,0,0,0,0
ENSG00000171222.10|SCAND1,579,507,391,320
ENSG00000255447.1|AC044839.4,0,0,0,0
ENSG00000280426.1|AC084876.2,9,2,0,2
ENSG00000167286.9|CD3D,0,0,0,0
ENSG00000213626.13|LBH,624,481,310,259
ENSG00000284148.1|MIR6756,1,1,0,1
ENSG00000232370.1|AF241726.1,0,0,8,2
ENSG00000231645.3|KRT17P6,18,30,24,0
ENSG00000279825.1|AC003957.1,36,19,23,4
ENSG00000267961.2|OR10B1P,4,0,0,0
ENSG00000187855.5|ASCL4,2,2,0,2
ENSG00000201861.1|RNA5SP298,211,114,79,282
ENSG00000254864.1|AC107884.2,0,12,6,0
ENSG00000230180.1|RPL12P49,2,0,0,1
ENSG00000200168.1|RNA5SP350,7,8,5,17
ENSG00000231898.9|MYO3B-AS1,0,0,4,0
ENSG00000196159.11|FAT4,696,446,492,399
ENSG00000138764.15|CCNG2,1120,849,654,797
ENSG00000222952.1|RNA5SP41,1,0,0,0
ENSG00000059377.17|TBXAS1,136,62,114,62
ENSG00000253228.1|NRBF2P4,9,5,5,42
ENSG00000275449.1|MIR6859-3,9,5,8,4
ENSG00000130844.18|ZNF331,1196,810,571,650
ENSG00000183479.12|TREX2,0,0,0,2
ENSG00000252965.1|RF00019,0,0,0,0
ENSG00000286173.1|AC006158.3,1,0,2,0
ENSG00000272084.1|AL137127.1,44,36,27,15
ENSG00000280449.1|AC034229.6,0,7,0,0
ENSG00000234665.9|AL512625.3,213,8,57,7
ENSG00000232850.3|AL590708.1,45,33,5,29
ENSG00000226845.1|EEF1GP3,0,0,1,2
ENSG00000230794.1|AF015720.1,0,0,0,0
ENSG00000162341.18|TPCN2,522,460,262,161
ENSG00000202513.1|RNU6-805P,1,0,1,0
ENSG00000259889.1|AC093802.2,0,0,2,0
ENSG00000279426.1|AC243312.2,0,0,2,0
ENSG00000201491.1|RNU4-75P,0,0,0,1
ENSG00000220733.1|MTND3P20,0,0,1,0
ENSG00000151364.17|KCTD14,0,0,14,6
ENSG00000271758.2|AC044810.3,0,0,0,0
ENSG00000185594.6|SPATA8,0,0,0,0
ENSG00000279653.1|AC004678.2,13,14,4,6
ENSG00000280326.1|AC067931.2,17,34,33,12
ENSG00000201157.1|RF00091,0,0,0,1
ENSG00000224292.1|AF196972.1,0,0,0,0
ENSG00000174013.8|FBXO45,1408,994,840,661
ENSG00000231947.1|MTND2P24,0,0,9,0
ENSG00000288074.1|AC026341.3,48,32,30,9
ENSG00000272160.1|RNU4-5P,3,0,0,0
ENSG00000257381.3|MIR3179-2,2,1,1,1
ENSG00000233353.1|RPS7P9,2,0,0,0
ENSG00000276755.1|AC243829.3,0,1,0,0
ENSG00000277488.1|RF00001,1,1,3,1
ENSG00000270336.1|AC105148.1,0,0,0,0
ENSG00000207317.1|RF00019,10,0,1,1
ENSG00000160392.13|C19orf47,857,618,378,352
ENSG00000230971.1|AC005703.1,0,0,0,0
ENSG00000107833.10|NPM3,140,52,54,97
ENSG00000178163.8|ZNF518B,1066,545,561,449
ENSG00000129654.8|FOXJ1,282,43,30,16
ENSG00000237035.1|AC020719.1,0,0,0,0
ENSG00000196350.8|ZNF729,0,0,5,0
ENSG00000222594.1|RN7SKP235,12,11,0,2
ENSG00000228432.1|DHFRP2,5,2,0,2
ENSG00000197454.2|OR2L5,21,42,18,42
ENSG00000204529.4|GUCY2EP,0,0,0,0
ENSG00000116668.13|SWT1,272,254,146,165
ENSG00000177700.6|POLR2L,551,297,369,267
ENSG00000250732.1|RPEP1,0,0,1,0
ENSG00000252462.1|RNU6-113P,0,0,6,0
ENSG00000270115.1|AL513327.3,10,14,5,3
ENSG00000275491.1|LINC01730,2,0,2,6
ENSG00000270285.1|AC124916.2,10,13,5,0
ENSG00000226216.1|RPS12P5,3,0,8,2
ENSG00000238111.1|AC066692.1,2,0,2,2
ENSG00000197563.11|PIGN,678,274,319,305
ENSG00000236731.1|AL135929.2,0,0,0,0
ENSG00000237515.9|SHISA9,1819,1100,879,988
ENSG00000267437.1|AC012309.2,0,0,0,0
ENSG00000249539.1|MRPS36P2,0,0,10,0
ENSG00000211669.3|IGLV3-10,0,0,3,0
ENSG00000283236.1|AC074141.1,152,112,122,121
ENSG00000285545.1|AC124798.2,0,0,0,0
ENSG00000144227.5|NXPH2,202,160,76,117
ENSG00000158571.10|PFKFB1,0,16,14,0
ENSG00000167566.17|NCKAP5L,948,734,626,393
ENSG00000254401.2|AC111188.1,0,0,0,0
ENSG00000250614.1|AC005522.1,3,2,10,3
ENSG00000253241.1|IGHV3-50,0,0,0,0
ENSG00000174807.4|CD248,45,71,21,22
ENSG00000183386.10|FHL3,148,99,69,56
ENSG00000283125.1|AC022726.2,4,2,9,13
ENSG00000211452.10|DIO1,20,25,8,0
ENSG00000202360.1|RN7SKP249,4,0,0,1
ENSG00000148600.15|CDHR1,1121,725,484,356
ENSG00000258302.2|AC025034.1,99,64,48,65
ENSG00000275800.1|EIF5P2,0,0,0,0
ENSG00000171084.15|FAM86JP,64,25,34,18
ENSG00000287765.1|AL136295.17,0,0,0,0
ENSG00000217483.1|FO393414.2,0,0,2,6
ENSG00000274159.1|AL133243.1,2,8,11,1
ENSG00000284144.1|MIR6866,1,1,1,0
ENSG00000232059.3|AL451007.1,7,7,6,1
ENSG00000237606.2|AC091286.1,0,0,1,1
ENSG00000261095.1|AC136285.1,9,0,0,0
ENSG00000231861.2|OR5K2,3,0,0,3
ENSG00000239570.1|SETP11,96,71,29,18
ENSG00000236998.2|AL354794.2,7,8,10,3
ENSG00000070182.21|SPTB,5326,2789,2514,2379
ENSG00000179626.4|OR6C4,4,0,10,2
ENSG00000276266.1|FP325318.1,4,21,8,6
ENSG00000277099.1|BX571673.1,0,0,0,0
ENSG00000183111.12|ARHGEF37,659,712,706,277
ENSG00000286088.1|AC073585.2,0,0,3,0
ENSG00000275512.1|AC007998.4,2,0,4,0
ENSG00000124172.10|ATP5F1E,1932,1055,792,886
ENSG00000169174.10|PCSK9,0,0,0,0
ENSG00000215018.9|COL28A1,314,216,135,130
ENSG00000174684.7|B4GAT1,5190,2879,1891,2103
ENSG00000225214.1|AC079790.1,24,0,0,0
ENSG00000284263.1|AC132825.6,0,0,3,0
ENSG00000267134.3|LINC01924,0,0,10,0
ENSG00000281005.1|LINC00921,63,42,82,27
ENSG00000284722.2|AP003175.1,23,27,27,6
ENSG00000207708.1|MIR141,0,0,0,0
ENSG00000227118.3|BTF3P13,1,0,0,0
ENSG00000285997.1|AC008391.1,0,0,0,0
ENSG00000258490.1|AL049835.1,24,27,15,17
ENSG00000135502.18|SLC26A10,21,22,13,13
ENSG00000234939.1|MTND2P18,0,0,0,0
ENSG00000233896.2|PDYN-AS1,0,0,0,4
ENSG00000125900.13|SIRPD,4,0,0,2
ENSG00000285905.1|AL033527.6,7,0,4,0
ENSG00000255145.3|STX17-AS1,32,12,19,51
ENSG00000274177.1|AC004528.2,0,0,1,0
ENSG00000119669.5|IRF2BPL,2749,1463,1327,738
ENSG00000178928.8|TPRX1,3,0,32,0
ENSG00000136840.19|ST6GALNAC4,222,170,114,94
ENSG00000213221.5|DNLZ,101,91,140,35
ENSG00000070961.15|ATP2B1,17526,11174,7104,9577
ENSG00000230228.2|AL590609.2,1,1,0,1
ENSG00000226486.2|LINC01035,0,0,0,0
ENSG00000225964.6|NRIR,16,14,4,0
ENSG00000259286.3|AC087639.1,10,13,6,4
ENSG00000207579.1|MIR662,0,0,0,0
ENSG00000177551.5|NHLH2,89,67,50,22
ENSG00000258107.3|AL158058.1,8,0,5,0
ENSG00000272695.2|GAS6-DT,74,28,30,24
ENSG00000264914.1|AC015845.1,0,7,9,8
ENSG00000277056.1|AL607023.1,1,8,3,2
ENSG00000270969.1|AP001823.1,0,0,0,0
ENSG00000244610.3|RN7SL756P,6,5,1,5
ENSG00000137996.12|RTCA,1123,706,556,563
ENSG00000252847.1|RNU2-46P,2,2,2,1
ENSG00000249848.1|AC112673.1,36,24,14,14
ENSG00000254701.3|AC138866.2,255,238,207,159
ENSG00000103550.14|KNOP1,1013,753,574,603
ENSG00000242912.3|RN7SL384P,1,1,0,1
ENSG00000143256.5|PFDN2,1494,804,735,667
ENSG00000227728.2|AL356583.1,0,0,1,0
ENSG00000230944.1|AC026202.1,0,0,0,0
ENSG00000275067.1|MIR6825,4,3,0,1
ENSG00000239568.1|AC104435.1,0,0,0,0
ENSG00000283666.1|RF00026,0,0,0,0
ENSG00000259178.1|AC023906.2,0,0,0,0
ENSG00000258080.1|ARHGAP42P4,7,0,13,2
ENSG00000254924.2|AP000867.2,1,0,0,2
ENSG00000236634.1|AC016903.1,0,0,0,0
ENSG00000164066.13|INTU,1344,848,408,651
ENSG00000262714.1|AC007342.5,0,0,0,4
ENSG00000259572.7|LINC01491,0,0,9,0
ENSG00000080802.18|CNOT4,1490,750,562,611
ENSG00000154274.15|C4orf19,151,42,62,72
ENSG00000260515.1|AC034229.2,0,0,0,0
ENSG00000234124.6|CSN1S2AP,0,0,0,0
ENSG00000286074.1|AC110795.1,8,0,0,0
ENSG00000207768.3|MIR188,0,0,0,0
ENSG00000272714.1|AL139098.2,0,0,0,0
ENSG00000283496.1|ZNF511-PRAP1,0,0,39,0
ENSG00000206104.2|KRTAP20-3,0,0,0,0
ENSG00000270999.1|IGKV1OR2-118,0,0,0,0
ENSG00000264031.1|ABHD15-AS1,0,3,2,3
ENSG00000243629.2|LINC00880,0,0,0,0
ENSG00000137414.6|FAM8A1,1437,1066,752,693
ENSG00000119048.7|UBE2B,768,521,330,415
ENSG00000266354.1|MIR4776-1,0,0,0,0
ENSG00000238043.1|AC024559.1,0,0,0,0
ENSG00000070985.13|TRPM5,28,0,0,21
ENSG00000256955.2|AC131009.2,4,0,0,6
ENSG00000287834.1|AP005210.2,7,0,0,0
ENSG00000223212.1|RNU4-74P,0,0,1,0
ENSG00000224371.6|AL391361.2,0,0,0,0
ENSG00000051009.10|FAM160A2,904,607,603,342
ENSG00000241815.1|AC107015.1,2,0,0,1
ENSG00000280204.3|OR1S1,0,0,2,0
ENSG00000234423.2|LINC01250,154,119,77,48
ENSG00000213253.5|RPL12P42,0,6,0,0
ENSG00000229080.1|MTCO3P30,0,0,2,0
ENSG00000222035.4|KIAA2012-AS1,21,16,7,17
ENSG00000252040.1|RF01233,1,1,0,1
ENSG00000198526.7|PABPC1P2,0,0,9,1
ENSG00000233489.1|PAXBP1P1,0,0,0,3
ENSG00000270141.3|TERC,89,0,52,0
ENSG00000249811.2|USP17L21,11,11,4,6
ENSG00000268400.5|AC008763.2,128,0,0,0
ENSG00000243085.1|AL390726.1,0,0,0,2
ENSG00000162599.17|NFIA,4605,3929,2906,2414
ENSG00000100991.12|TRPC4AP,2085,1568,1283,843
ENSG00000255329.1|H2AFZP4,14,8,17,7
ENSG00000273813.1|AC123788.2,0,0,0,2
ENSG00000111341.9|MGP,124,77,27,57
ENSG00000177776.8|RPS2P2,2,1,1,0
ENSG00000286416.1|AL442067.3,29,26,22,19
ENSG00000168785.8|TSPAN5,3007,1636,1517,1383
ENSG00000274918.1|AC116447.1,3,0,4,0
ENSG00000263683.1|AC005154.3,0,0,0,0
ENSG00000205100.2|HSP90AA4P,5,3,7,6
ENSG00000279077.1|AC023090.2,44,78,33,22
ENSG00000258577.1|SNRPGP1,21,0,3,2
ENSG00000171574.18|ZNF584,403,292,166,165
ENSG00000262202.4|AC007952.4,4394,2903,2063,2014
ENSG00000234336.7|JAZF1-AS1,136,74,67,95
ENSG00000100209.10|HSCB,94,19,49,35
ENSG00000213108.3|BTF3L4P3,3,0,1,1
ENSG00000227148.1|AC069285.1,0,0,0,0
ENSG00000084676.15|NCOA1,5927,3480,2213,2583
ENSG00000184110.14|EIF3C,7973,4103,2787,2042
ENSG00000230276.2|AL162388.1,0,0,0,2
ENSG00000156136.10|DCK,799,498,392,454
ENSG00000234235.1|BOK-AS1,0,0,0,0
ENSG00000244157.1|EIF4E2P2,0,0,7,4
ENSG00000183763.9|TRAIP,33,39,41,29
ENSG00000201725.1|RNU6-304P,1,0,0,0
ENSG00000264843.1|AP001180.4,0,0,0,0
ENSG00000255723.1|AC108516.2,0,0,0,0
ENSG00000267363.1|AC092296.4,0,0,0,0
ENSG00000273367.1|AL355472.3,58,44,27,15
ENSG00000224488.1|SAMM50P1,3,0,4,0
ENSG00000119231.11|SENP5,2161,1453,1176,1040
ENSG00000283881.1|MIR3916,1,1,1,1
ENSG00000181788.4|SIAH2,464,383,322,287
ENSG00000268061.5|NAPA-AS1,56,59,26,14
ENSG00000267871.6|ZNF460-AS1,0,23,11,20
ENSG00000249444.2|AC114324.2,0,0,6,0
ENSG00000119986.7|AVPI1,407,167,221,215
ENSG00000226577.1|MICC,0,0,0,0
ENSG00000157483.8|MYO1E,591,701,802,310
ENSG00000237464.1|AL031663.2,6,0,0,0
ENSG00000241362.2|RPL36AP43,7,4,0,10
ENSG00000109133.13|TMEM33,1921,1118,911,974
ENSG00000254384.1|MTND6P19,0,0,2,0
ENSG00000256427.2|AC010175.1,36,62,31,14
ENSG00000236667.1|AC104076.2,0,0,0,0
ENSG00000249915.8|PDCD6,1621,1077,961,749
ENSG00000233197.1|TMEM256P1,0,0,1,0
ENSG00000134343.13|ANO3,1035,781,545,768
ENSG00000131779.11|PEX11B,577,386,263,382
ENSG00000223342.2|AL158817.1,0,0,0,0
ENSG00000225137.1|DYNC1I2P1,110,51,80,55
ENSG00000168899.5|VAMP5,85,12,50,33
ENSG00000205035.8|AC136759.1,796,242,166,193
ENSG00000127774.7|EMC6,100,72,49,24
ENSG00000254119.5|AC025524.2,0,0,0,0
ENSG00000278757.1|RF00026,0,1,1,0
ENSG00000102967.12|DHODH,232,172,183,166
ENSG00000167555.14|ZNF528,740,697,401,444
ENSG00000248124.7|RRN3P1,208,217,161,193
ENSG00000196796.5|NPIPB10P,25,18,15,19
ENSG00000279049.1|AL353898.2,0,0,0,0
ENSG00000226928.1|RPS14P4,2,2,1,4
ENSG00000284239.1|MIR1539,0,0,1,0
ENSG00000206682.1|RF00019,0,0,1,1
ENSG00000279695.1|AL359757.2,2,0,0,0
ENSG00000285892.1|AC006043.1,70,59,32,21
ENSG00000276221.1|MIR8057,4,6,2,1
ENSG00000236780.7|LINC01829,0,8,8,0
ENSG00000139746.15|RBM26,3179,2315,1396,1852
ENSG00000280169.1|AL136526.1,7,6,3,9
ENSG00000170322.14|NFRKB,808,605,380,363
ENSG00000243957.3|RN7SL647P,0,0,1,0
ENSG00000187144.11|SPATA21,18,17,0,0
ENSG00000021776.11|AQR,2886,1125,744,720
ENSG00000263335.1|AF001548.2,46,20,12,5
ENSG00000254310.1|AC025755.1,0,0,2,4
ENSG00000156398.13|SFXN2,255,148,62,71
ENSG00000287432.1|AC244035.3,0,0,2,0
ENSG00000228010.6|AC073343.2,46,4,19,34
ENSG00000268279.4|AC090004.1,7,0,14,5
ENSG00000227075.1|AP000472.1,0,0,0,0
ENSG00000270306.1|AL158050.2,0,0,3,2
ENSG00000197172.10|MAGEA6,0,0,0,0
ENSG00000253385.1|AP003696.1,21,4,12,3
ENSG00000253013.1|RF00322,5,2,0,2
ENSG00000256280.1|AP006289.1,6,7,0,0
ENSG00000267882.2|AL031666.2,54,43,60,46
ENSG00000280237.3|MIR4697HG,1227,921,584,568
ENSG00000237339.5|LINC01502,0,0,9,0
ENSG00000255179.1|AC027804.1,0,0,0,0
ENSG00000278123.1|SNORD116-28,1,1,1,1
ENSG00000234383.1|CTBP2P8,65,32,35,19
ENSG00000232401.2|LINC00112,0,0,0,0
ENSG00000271595.1|ELOCP35,0,0,0,0
ENSG00000172292.14|CERS6,3131,2471,1676,1942
ENSG00000169717.6|ACTRT2,1,2,4,1
ENSG00000225978.3|HAR1A,366,59,141,44
ENSG00000110025.13|SNX15,480,287,290,268
ENSG00000214282.3|KRT8P14,0,0,0,1
ENSG00000264444.1|SDHCP1,0,0,6,0
ENSG00000213588.6|ZBTB9,61,6,38,11
ENSG00000228292.1|AL512604.1,0,16,0,9
ENSG00000188559.15|RALGAPA2,1788,860,739,650
ENSG00000286974.1|AL662884.5,41,28,39,19
ENSG00000245667.2|AC006064.1,11,17,8,5
ENSG00000223652.2|AC106786.1,0,0,4,0
ENSG00000206665.1|RNU6-573P,0,0,0,0
ENSG00000158163.15|DZIP1L,136,63,59,66
ENSG00000212136.1|RNU6-696P,0,0,0,0
ENSG00000080854.14|IGSF9B,1545,1124,786,654
ENSG00000236609.4|ZNF853,2112,1032,924,802
ENSG00000211574.1|MIR770,1,1,1,1
ENSG00000143369.15|ECM1,400,297,180,196
ENSG00000075945.13|KIFAP3,3282,2490,1571,1999
ENSG00000225940.6|C5orf67,0,0,0,0
ENSG00000207734.1|MIR517A,0,0,0,0
ENSG00000287442.1|AC079460.1,0,0,0,0
ENSG00000277143.1|AC074276.2,0,0,2,0
ENSG00000205497.4|OR51A4,3,0,3,2
ENSG00000184557.4|SOCS3,40,28,8,8
ENSG00000199595.1|RF00019,1,1,0,1
ENSG00000252269.1|RNU4ATAC12P,2,3,2,4
ENSG00000265460.6|AC015910.1,12,0,7,0
ENSG00000112378.12|PERP,65,43,36,45
ENSG00000237959.1|RPL36AP10,1,10,3,0
ENSG00000207341.1|RNA5SP64,0,0,0,0
ENSG00000271477.1|AC010591.1,0,0,0,0
ENSG00000242667.1|AC087385.2,0,1,1,1
ENSG00000131982.5|UBE2L2,2,12,11,6
ENSG00000257568.1|AC079035.1,32,21,6,7
ENSG00000260417.1|AC092127.1,50,43,43,56
ENSG00000267022.1|AC067968.1,0,0,0,86
ENSG00000270432.1|OR7E108P,3,10,0,0
ENSG00000265201.1|MIR4677,5,2,4,1
ENSG00000213228.5|RPL12P38,5,2,13,1
