gene_id,old_1,old_2,young_1,young_2
ENSG00000229326.3|AC069154.1,10,0,0,6
ENSG00000231829.3|AL157834.1,107,53,22,47
ENSG00000258960.1|AL391261.3,1,1,1,1
ENSG00000137462.8|TLR2,54,31,40,30
ENSG00000267076.1|CCDC58P3,6,4,4,7
ENSG00000207086.1|RF00019,0,2,3,1
ENSG00000064607.17|SUGP2,7989,4323,3033,3231
ENSG00000168255.20|POLR2J3,883,1060,403,339
ENSG00000213281.5|NRAS,556,371,279,239
ENSG00000255328.1|AC136475.5,0,0,0,0
ENSG00000235710.5|AL109810.2,4,0,0,4
ENSG00000258509.1|AL049870.1,0,0,0,0
ENSG00000180872.5|DEFB112,0,0,0,0
ENSG00000259527.2|LINC00052,0,0,7,0
ENSG00000092051.17|JPH4,7985,5951,4325,4581
ENSG00000206820.1|RNU1-138P,1,1,0,1
ENSG00000254709.7|IGLL5,0,0,0,0
ENSG00000275810.1|MIR8082,12,2,2,4
ENSG00000201482.1|SNORD115-17,388,119,93,237
ENSG00000287001.1|AC010624.5,156,244,73,54
ENSG00000235911.1|AC019055.1,0,0,0,0
ENSG00000141499.16|WRAP53,147,77,116,33
ENSG00000286716.1|AC108452.1,15,3,0,0
ENSG00000258052.1|AC025263.2,0,0,0,0
ENSG00000196566.2|AL138767.1,0,0,0,0
ENSG00000091879.13|ANGPT2,122,92,67,49
ENSG00000270954.1|RPSAP75,0,0,1,2
ENSG00000286093.1|AC022267.1,7,3,0,14
ENSG00000185437.13|SH3BGR,406,273,219,231
ENSG00000183530.14|PRR14L,3344,2017,1800,1684
ENSG00000227502.3|LINC01268,53,9,36,9
ENSG00000279810.1|AL109924.3,0,0,0,0
ENSG00000277743.1|AP005212.3,0,10,4,0
ENSG00000259781.1|HMGB1P6,1321,979,664,896
ENSG00000232843.2|SNX18P2,5,7,0,0
ENSG00000251576.1|LINC01267,7,0,4,0
ENSG00000231235.1|AL139811.2,2,0,6,3
ENSG00000230047.1|AC017104.2,0,0,0,2
ENSG00000209042.1|SNORD12C,14,20,16,18
ENSG00000187239.17|FNBP1,4337,2672,2622,1533
ENSG00000207178.1|RNU6-1122P,1,0,0,0
ENSG00000278587.1|RF02271,0,0,0,0
ENSG00000224015.1|AC063976.1,8,0,0,0
ENSG00000113211.5|PCDHB6,153,110,99,58
ENSG00000144452.15|ABCA12,0,11,24,12
ENSG00000271204.1|AC016831.5,193,219,150,69
ENSG00000118514.14|ALDH8A1,81,101,42,82
ENSG00000278292.1|RFPL4AP6,11,0,0,0
ENSG00000109689.16|STIM2,1338,730,631,595
ENSG00000077238.14|IL4R,127,90,67,38
ENSG00000187682.2|ERAS,18,9,2,10
ENSG00000172985.10|SH3RF3,1081,696,554,440
ENSG00000233025.1|CRYZP1,16,4,3,16
ENSG00000230430.4|USP17L25,3,1,1,1
ENSG00000233915.4|UBE2Q2P10,4,3,0,1
ENSG00000273403.1|AC107294.3,0,5,6,14
ENSG00000259842.2|IGHV3OR16-16,0,0,0,0
ENSG00000255198.4|SNHG9,12,16,26,23
ENSG00000204946.10|ZNF783,741,612,442,351
ENSG00000154478.3|GPR26,2314,856,799,1098
ENSG00000234424.2|AL353743.4,0,0,7,0
ENSG00000242493.3|RN7SL37P,3,5,8,1
ENSG00000239408.1|AC108751.1,0,0,0,0
ENSG00000223745.8|CCDC18-AS1,386,393,273,211
ENSG00000254715.3|OR7E154P,19,74,40,19
ENSG00000202021.1|RF00019,1,0,0,0
ENSG00000239689.1|RPL17P46,0,0,0,0
ENSG00000233621.2|LINC01137,24,32,31,16
ENSG00000278151.1|RF02114,1,1,1,1
ENSG00000159263.15|SIM2,76,81,64,40
ENSG00000253860.1|IGKV3-34,0,0,0,0
ENSG00000086827.9|ZW10,450,319,235,217
ENSG00000174080.11|CTSF,2971,1672,1544,1170
ENSG00000211670.2|IGLV3-9,0,0,0,0
ENSG00000287218.1|AL359962.3,12,48,7,13
ENSG00000283873.1|SSU72P4,0,0,0,1
ENSG00000135390.19|ATP5MC2,1123,818,612,487
ENSG00000267309.1|AC092295.2,89,56,74,22
ENSG00000259212.1|AC103739.1,20,33,9,16
ENSG00000234540.1|AL080313.1,0,0,0,0
ENSG00000279246.1|AP003108.3,11,10,8,11
ENSG00000174231.17|PRPF8,10326,6790,4838,4551
ENSG00000225523.2|IGKV6D-21,0,0,0,0
ENSG00000268711.1|AC008750.6,0,0,0,0
ENSG00000184545.11|DUSP8,3138,2035,1867,1740
ENSG00000272426.1|BX284668.6,3,3,8,3
ENSG00000272554.1|AC012087.2,0,0,0,0
ENSG00000115970.18|THADA,849,532,476,444
ENSG00000287540.1|AC116350.1,0,0,0,0
ENSG00000173262.11|SLC2A14,49,49,34,27
ENSG00000233707.3|RPL22P11,1,1,0,1
ENSG00000223753.2|AC234775.1,0,0,0,2
ENSG00000122696.14|SLC25A51,404,278,203,214
ENSG00000276494.1|RF01948,0,0,0,0
ENSG00000114331.14|ACAP2,2323,1347,1029,1020
ENSG00000277576.1|AC110741.3,0,0,0,0
ENSG00000203408.4|OR6C71P,0,0,2,2
ENSG00000162746.14|FCRLB,72,22,24,19
ENSG00000259424.1|IRAIN,0,3,0,4
ENSG00000259246.4|HMGN2P47,4,0,0,0
ENSG00000274501.1|AL121845.4,2,7,0,3
ENSG00000211783.3|TRAV9-1,0,0,0,0
ENSG00000184226.15|PCDH9,20359,13607,12843,10295
ENSG00000230682.1|GRPEL2P3,0,0,17,1
ENSG00000199301.1|RNU6-208P,9,1,3,0
ENSG00000216490.4|IFI30,23,2,12,6
ENSG00000178031.17|ADAMTSL1,160,212,109,95
ENSG00000226573.1|AC003071.2,0,0,6,2
ENSG00000161944.16|ASGR2,59,11,25,20
ENSG00000259978.1|MRPS21P8,0,6,2,0
ENSG00000178033.6|CALHM5,32,11,36,10
ENSG00000168569.7|TMEM223,316,313,135,122
ENSG00000259295.6|CSPG4P12,465,294,299,197
ENSG00000250669.1|AC112206.4,0,0,2,0
ENSG00000114933.16|INO80D,1842,1220,923,809
ENSG00000206958.1|RF00156,3,0,0,0
ENSG00000182888.5|AC007685.1,0,1,2,0
ENSG00000224443.1|AC006509.2,0,0,0,0
ENSG00000153721.19|CNKSR3,507,467,492,285
ENSG00000173209.23|AHSA2P,934,670,884,563
ENSG00000176007.10|FAM220BP,2,0,15,1
ENSG00000235533.1|AL360089.1,0,0,0,3
ENSG00000215310.2|AL050305.1,11,39,7,11
ENSG00000149557.13|FEZ1,8173,5510,6396,4111
ENSG00000185982.6|DEFB128,0,0,0,0
ENSG00000276672.1|AL161891.1,27,20,46,31
ENSG00000253935.1|IGLVIV-53,0,0,0,0
ENSG00000267611.1|AC008521.1,0,2,0,0
ENSG00000270842.1|AC073413.2,23,14,23,5
ENSG00000163364.10|LINC01116,17,29,28,20
ENSG00000259861.1|AC010266.1,0,0,0,0
ENSG00000226465.3|AL390198.1,70,38,15,22
ENSG00000206778.1|RNU6-213P,0,4,0,0
ENSG00000278569.1|RF00017,6,0,2,2
ENSG00000072778.20|ACADVL,3627,2026,1624,1406
ENSG00000219102.3|HNRNPA3P12,22,9,7,4
ENSG00000033627.16|ATP6V0A1,10940,7427,5862,5416
ENSG00000274354.1|AC105105.3,0,0,0,2
ENSG00000230459.3|AC060773.1,0,0,7,0
ENSG00000259250.1|AC018904.1,9,0,0,8
ENSG00000239246.3|AC008026.1,8,6,4,9
ENSG00000251685.3|UGT2B27P,0,0,7,0
ENSG00000211812.1|TRAV26-2,0,0,0,0
ENSG00000235378.2|MRPS10P1,1,4,1,1
ENSG00000204209.13|DAXX,1078,613,538,523
ENSG00000239870.1|AC112206.1,0,0,0,7
ENSG00000254008.1|LINC00051,0,0,0,0
ENSG00000237749.4|AL034379.1,23,9,4,2
ENSG00000207750.1|MIR553,1,1,0,3
ENSG00000283930.1|AL117339.5,199,164,134,189
ENSG00000260577.2|AC126773.2,59,25,31,8
ENSG00000205078.5|SYCE1L,16,10,16,19
ENSG00000109320.13|NFKB1,579,322,346,220
ENSG00000225476.1|MTCO3P5,0,0,4,0
ENSG00000183911.7|RPL21P132,0,0,0,0
ENSG00000252266.1|RF00019,0,0,0,0
ENSG00000283973.2|AC099795.1,12,33,7,4
ENSG00000254723.1|OR4A12P,0,0,0,0
ENSG00000254528.7|AP000757.1,44,48,30,15
ENSG00000229821.1|AC103925.1,0,0,0,0
ENSG00000232829.3|GSTO3P,0,0,4,4
ENSG00000138794.10|CASP6,273,28,20,26
ENSG00000254940.1|OR4A19P,10,0,2,1
ENSG00000105664.11|COMP,18,0,18,0
ENSG00000234636.2|MED14OS,9,8,7,3
ENSG00000260146.1|AC132186.1,3,2,0,0
ENSG00000226389.3|MAPK6P6,0,0,0,0
ENSG00000261648.1|AC106730.1,0,0,0,0
ENSG00000259444.1|AL161669.1,0,0,0,0
ENSG00000259162.1|AL355075.5,0,0,0,0
ENSG00000236501.6|AC074286.1,38,27,47,28
ENSG00000140538.16|NTRK3,7955,5871,4067,4734
ENSG00000251947.1|RN7SKP164,5,0,0,0
ENSG00000170848.15|PSG6,36,37,29,22
ENSG00000158901.11|WFDC8,0,1,8,3
ENSG00000214886.4|FAM177A1P1,0,0,4,0
ENSG00000231653.1|AC010731.3,0,0,0,0
ENSG00000224333.1|GAPDHP20,10,26,0,8
ENSG00000285188.1|AC008397.2,219,148,160,135
ENSG00000229434.1|AC017048.1,0,0,0,0
ENSG00000102468.10|HTR2A,1918,1232,813,1051
ENSG00000257962.1|AC011773.2,0,0,0,0
ENSG00000022277.12|RTF2,2166,1375,1238,1201
ENSG00000261146.1|AC007159.1,4,0,7,0
ENSG00000243642.3|RN7SL526P,4,9,5,3
ENSG00000280118.3|AC090983.1,71,44,28,44
ENSG00000275506.1|AC010378.1,7,1,5,5
ENSG00000218549.2|OR4K12P,0,0,4,0
ENSG00000227463.3|AL390838.1,14,0,0,5
ENSG00000267529.3|AP005131.4,91,102,53,57
ENSG00000206801.1|RNU6-639P,0,0,1,1
ENSG00000214835.3|RPL23AP6,0,2,0,1
ENSG00000257815.6|AC025159.1,139,101,139,121
ENSG00000269578.1|AC008764.7,2,1,1,1
ENSG00000276729.1|RF00017,2,1,0,1
ENSG00000224406.6|LINC02052,0,0,0,4
ENSG00000199492.1|RNU6-1313P,0,0,0,0
ENSG00000286475.1|AL592156.2,0,0,0,0
ENSG00000141968.8|VAV1,85,0,53,62
ENSG00000116882.14|HAO2,6,15,0,0
ENSG00000220418.1|TUBB3P1,2,1,1,1
ENSG00000225341.1|AC013269.1,0,0,0,0
ENSG00000235975.1|Z83313.1,2,0,0,0
ENSG00000288068.1|AC027088.5,22,17,12,12
ENSG00000185669.6|SNAI3,464,409,204,183
ENSG00000268434.5|AC011530.1,27,2,7,5
ENSG00000211638.2|IGLV8-61,6,0,0,1
ENSG00000164038.15|SLC9B2,1430,834,587,635
ENSG00000186163.9|AC245088.1,0,0,0,0
ENSG00000252255.1|RNU2-35P,0,0,0,0
ENSG00000283036.3|LINC01988,0,0,0,0
ENSG00000218476.2|AL591416.1,0,0,2,1
ENSG00000100814.18|CCNB1IP1,407,229,156,157
ENSG00000258499.1|LINC02287,0,0,0,7
ENSG00000232096.1|YPEL5P1,0,0,0,3
ENSG00000271686.1|AL953862.2,0,0,6,0
ENSG00000258068.2|AC079600.3,9,12,13,11
ENSG00000207505.1|RNU6-1105P,0,3,0,0
ENSG00000257126.6|FOXG1-AS1,196,148,76,92
ENSG00000272434.1|AC137630.3,5,8,0,11
ENSG00000238961.1|SNORA47,1633,694,803,653
ENSG00000201579.1|RNU6-343P,2,0,2,1
ENSG00000075391.16|RASAL2,4104,3063,1950,2198
ENSG00000175319.3|NF1P5,0,0,0,0
ENSG00000127334.10|DYRK2,572,597,410,394
ENSG00000202159.1|RNU6-742P,1,0,0,0
ENSG00000139292.13|LGR5,74,57,127,38
ENSG00000236679.2|RPL23AP24,5,2,2,3
ENSG00000280430.1|AP002782.1,0,0,0,0
ENSG00000280357.1|AL138960.2,0,1,0,0
ENSG00000105254.12|TBCB,1852,1188,1067,865
ENSG00000200688.1|RF00019,1,1,2,2
ENSG00000224866.1|USP9YP25,0,0,0,0
ENSG00000233266.1|HMGB1P31,40,25,39,8
ENSG00000167588.13|GPD1,262,169,316,111
ENSG00000268803.1|AC114797.1,0,0,0,0
ENSG00000117600.12|PLPPR4,3268,2160,1723,1793
ENSG00000222001.2|AC106876.1,0,0,0,0
ENSG00000279108.1|AC008537.3,50,37,29,20
ENSG00000267110.1|AC010327.2,0,0,0,0
ENSG00000286872.1|AC024270.5,45,35,17,17
ENSG00000270381.1|AL138963.2,0,1,0,1
ENSG00000288023.1|AL157936.1,0,5,0,0
ENSG00000263301.1|AC113189.3,14,0,10,0
ENSG00000166884.2|OR4D6,0,0,4,2
ENSG00000231930.1|AF228730.1,6,1,3,1
ENSG00000228372.8|SMIM10L2B-AS1,0,0,0,0
ENSG00000166803.13|PCLAF,13,7,20,3
ENSG00000279415.1|AC099494.2,14,28,6,8
ENSG00000243566.6|UPK3B,14,0,7,12
ENSG00000239030.1|RNU6-956P,0,0,1,0
ENSG00000144837.9|PLA1A,8,0,0,0
ENSG00000277862.1|PRAMEF34P,0,0,7,0
ENSG00000184544.11|DHRS7C,5,0,18,0
ENSG00000233156.1|HSFY8P,0,0,0,0
ENSG00000130988.13|RGN,390,267,192,183
ENSG00000227479.1|AC124861.1,0,0,0,0
ENSG00000223698.3|GOLGA6L11P,0,9,11,6
ENSG00000196591.12|HDAC2,1800,1381,958,980
ENSG00000103089.9|FA2H,388,451,820,191
ENSG00000237637.1|FRY-AS1,24,44,9,19
ENSG00000132185.16|FCRLA,6,0,0,0
ENSG00000285548.1|AC068725.1,62,51,37,36
ENSG00000284234.1|TAF11L5,22,12,21,13
ENSG00000279729.1|AC092326.1,0,1,0,2
ENSG00000265924.1|MIR5692C1,0,0,0,0
ENSG00000263199.1|AC005951.1,0,4,2,8
ENSG00000259678.1|AC066613.2,4,2,0,5
ENSG00000197024.8|ZNF398,1125,883,597,533
ENSG00000180644.8|PRF1,3,6,13,0
ENSG00000231527.7|FAM27C,403,285,222,227
ENSG00000273257.1|AC069200.1,5,12,0,4
ENSG00000278204.1|MIR6857,0,0,0,0
ENSG00000242158.3|RN7SL361P,1,1,1,0
ENSG00000204287.14|HLA-DRA,259,145,136,162
ENSG00000253797.2|UTP14C,45,22,63,84
ENSG00000288025.1|AC093849.4,392,170,111,110
ENSG00000259266.1|AC022523.2,0,0,1,0
ENSG00000288056.1|AL023806.4,11,19,6,5
ENSG00000274303.1|RF00100,1,2,2,2
ENSG00000065029.15|ZNF76,621,479,313,292
ENSG00000228666.1|KRT18P1,0,0,2,1
ENSG00000237023.1|USP9YP3,0,0,0,7
ENSG00000257527.1|AC126755.2,0,0,3,1
ENSG00000128973.13|CLN6,401,188,229,108
ENSG00000151164.18|RAD9B,27,0,15,7
ENSG00000259437.1|AC093334.1,0,0,0,0
ENSG00000283273.1|AC138649.5,0,0,0,1
ENSG00000162595.6|DIRAS3,93,26,56,27
ENSG00000280340.1|AC080080.2,4,2,1,3
ENSG00000249348.1|UGDH-AS1,117,67,115,79
ENSG00000272801.1|AC004080.5,0,0,0,0
ENSG00000278223.1|MIR6783,0,0,0,0
ENSG00000265165.1|MIR4307,0,0,0,0
ENSG00000175325.2|PROP1,27,0,0,3
ENSG00000239249.3|RN7SL757P,1,1,0,0
ENSG00000261210.7|CLEC19A,14,2,15,12
ENSG00000278238.1|AL359513.1,21,2,4,9
ENSG00000257336.1|PRELID2P1,0,0,0,0
ENSG00000196850.6|PPTC7,1013,760,490,520
ENSG00000228074.1|UBBP5,0,0,0,0
ENSG00000177354.12|C10orf71,7,0,16,3
ENSG00000222733.1|RNY4P29,0,0,0,0
ENSG00000263602.1|MIR3185,0,0,0,0
ENSG00000250523.1|AC093909.3,0,0,0,0
ENSG00000251201.8|TMED7-TICAM2,450,112,184,182
ENSG00000241156.3|RN7SL582P,10,18,10,3
ENSG00000241935.9|HOGA1,126,60,42,31
ENSG00000272263.1|AC034198.2,14,4,6,10
ENSG00000080947.15|CROCCP3,1116,730,573,571
ENSG00000257621.8|PSMA3-AS1,1134,857,547,512
ENSG00000200281.1|RNU6-624P,0,0,3,0
ENSG00000186635.14|ARAP1,2299,1441,1359,821
ENSG00000178498.16|DTX3,2037,1329,1001,987
ENSG00000252603.1|RNU6ATAC22P,0,0,0,1
ENSG00000135631.16|RAB11FIP5,2914,1708,1583,1446
ENSG00000227907.1|AL158837.1,0,0,0,0
ENSG00000224254.2|MTCO1P39,0,0,0,0
ENSG00000259059.1|PEBP1P1,1,3,0,1
ENSG00000274349.4|ZNF658,273,145,157,160
ENSG00000100505.13|TRIM9,5817,3909,2924,3236
ENSG00000254772.10|EEF1G,4427,2345,2448,2214
ENSG00000169894.18|MUC3A,137,50,173,63
ENSG00000251940.1|RF00398,1,0,1,0
ENSG00000286523.1|AL022151.1,244,59,67,84
ENSG00000263846.1|CIAPIN1P,12,14,19,7
ENSG00000172236.17|TPSAB1,5,0,5,0
ENSG00000259557.2|HMGN1P26,2,0,0,0
ENSG00000285102.1|AC021066.3,0,0,0,0
ENSG00000258588.3|TRIM6-TRIM34,0,0,34,14
ENSG00000233534.3|AL035604.1,0,0,5,0
ENSG00000211767.1|TRBJ2-3,5,2,7,2
ENSG00000285417.1|BX571818.1,0,0,5,0
ENSG00000272630.1|AL731563.3,42,34,10,15
ENSG00000174460.4|ZCCHC12,1046,839,517,662
ENSG00000201594.1|RNA5SP517,8,5,6,12
ENSG00000234170.6|LINC02645,6,16,27,1
ENSG00000103066.13|PLA2G15,301,245,192,210
ENSG00000139278.10|GLIPR1,576,322,167,245
ENSG00000241418.1|MCRIP2P1,0,11,0,2
ENSG00000206432.4|TMEM200C,1591,462,367,370
ENSG00000226487.1|AL139254.1,0,0,0,0
ENSG00000225265.2|TAF1A-AS1,23,15,12,15
ENSG00000249637.2|AC008438.1,41,32,29,24
ENSG00000101074.4|R3HDML,0,0,7,0
ENSG00000280502.1|RF00017,4,3,0,0
ENSG00000235045.2|RPL7P8,1,0,5,7
ENSG00000090565.16|RAB11FIP3,5280,3630,2800,2345
ENSG00000249820.1|AC055753.1,6,6,4,1
ENSG00000258968.2|AL049830.4,27,21,2,1
ENSG00000257366.1|AC138969.3,14,5,5,12
ENSG00000204983.14|PRSS1,0,3,3,7
ENSG00000201466.1|RF00019,1,0,0,1
ENSG00000058404.20|CAMK2B,10126,7795,5422,5600
ENSG00000105185.12|PDCD5,1105,614,409,377
ENSG00000198824.7|CHAMP1,652,459,334,294
ENSG00000231440.1|AL358176.4,0,3,1,0
ENSG00000239736.2|CEACAMP3,0,0,5,0
ENSG00000214283.4|RAD51AP1P1,7,2,4,0
ENSG00000237624.1|OXCT2P1,37,37,41,30
ENSG00000223274.6|RNA5SP498,0,2,3,3
ENSG00000272380.1|MIR3976,0,0,2,0
ENSG00000221442.1|MIR548F4,0,0,0,0
ENSG00000283103.3|AC010642.2,295,133,115,115
ENSG00000115107.20|STEAP3,120,67,52,16
ENSG00000238001.2|SNRPCP1,0,0,1,0
ENSG00000130035.7|GALNT8,1878,1241,901,1011
ENSG00000260257.2|AL035071.1,283,112,110,127
ENSG00000089723.10|OTUB2,121,105,67,59
ENSG00000236953.1|ZDHHC20-IT1,18,7,8,4
ENSG00000144468.17|RHBDD1,350,195,218,192
ENSG00000287624.1|AL590666.5,36,34,12,24
ENSG00000207157.1|RNY3P4,1,0,0,1
ENSG00000003987.14|MTMR7,1293,839,735,640
ENSG00000135686.13|KLHL36,1275,679,538,525
ENSG00000287696.1|AL357614.1,0,4,2,0
ENSG00000003096.14|KLHL13,215,80,56,80
ENSG00000277887.1|SNORA50C,63,34,31,68
ENSG00000172159.16|FRMD3,275,212,135,143
ENSG00000151276.23|MAGI1,5234,3274,2709,2606
ENSG00000200494.1|RF00019,234,59,51,102
ENSG00000123908.12|AGO2,3467,1895,1943,1251
ENSG00000201006.1|RF00019,0,0,6,0
ENSG00000285611.2|AC007132.1,0,0,0,0
ENSG00000275128.1|RN7SL203P,1,0,1,1
ENSG00000214976.2|VDAC2P1,20,8,11,10
ENSG00000242048.3|AC093583.1,48,39,26,14
ENSG00000005889.15|ZFX,941,666,516,575
ENSG00000206811.1|SNORA10,23,16,11,52
ENSG00000286782.1|AL355377.3,34,16,15,13
ENSG00000263603.1|AC127024.2,276,270,101,119
ENSG00000163126.15|ANKRD23,32,113,35,20
ENSG00000256643.1|LINC02441,0,0,0,0
ENSG00000231476.1|AC074389.2,0,0,0,0
ENSG00000285862.1|AC084121.10,1,0,1,0
ENSG00000271797.1|AC008494.3,4,25,7,4
ENSG00000287460.1|AL442636.1,5,11,16,3
ENSG00000233237.8|LINC00472,420,450,346,251
ENSG00000263526.1|MIR378G,0,0,0,0
ENSG00000230215.1|LINC01840,0,0,17,0
ENSG00000234438.4|KBTBD13,10,2,4,2
ENSG00000230239.1|BX284668.3,1,0,2,1
ENSG00000152661.9|GJA1,4369,2677,1478,1791
ENSG00000201441.1|RNU6-646P,2,2,3,4
ENSG00000229563.7|LINC01204,0,0,17,0
ENSG00000277745.1|H2AFB3,2,1,3,0
ENSG00000176920.12|FUT2,143,129,72,82
ENSG00000231882.1|F10-AS1,0,0,0,0
ENSG00000250934.2|AC016924.1,70,48,41,48
ENSG00000065600.12|TMEM206,322,167,347,173
ENSG00000285552.1|AC114977.1,0,0,0,0
ENSG00000254358.1|CYCSP22,4,2,6,2
ENSG00000228561.2|AC026355.1,0,0,0,0
ENSG00000267142.1|AC092296.3,21,5,5,2
ENSG00000240376.1|AC010343.1,8,3,2,4
ENSG00000179933.6|C14orf119,225,110,124,99
ENSG00000279330.1|AJ003147.3,26,14,6,4
ENSG00000000419.12|DPM1,294,154,145,145
ENSG00000232747.2|IGKV1D-35,0,0,2,4
ENSG00000278434.1|AC023830.3,77,50,24,42
ENSG00000283058.1|AC009234.1,20,5,12,14
ENSG00000284895.1|AC119676.1,0,1,3,1
ENSG00000263884.1|AP000845.1,12,7,16,8
ENSG00000271680.1|AC098935.2,0,0,0,1
ENSG00000203643.3|AC012456.1,29,0,18,5
ENSG00000143970.16|ASXL2,2042,1314,1084,952
ENSG00000274367.1|AC004233.3,25,11,16,16
ENSG00000277907.1|AC024288.1,0,0,0,0
ENSG00000064886.14|CHI3L2,0,0,0,0
ENSG00000234575.2|CTSLP8,0,0,0,0
ENSG00000250345.2|AC104090.1,7,0,28,17
ENSG00000252401.1|RNU4ATAC6P,0,0,0,0
ENSG00000281920.1|AC007389.5,0,0,13,14
ENSG00000287445.1|AC092803.4,0,3,10,0
ENSG00000201511.1|RF00019,1,1,2,3
ENSG00000172071.13|EIF2AK3,582,360,375,300
ENSG00000199350.1|RNA5SP432,3,2,2,3
ENSG00000243896.4|OR2A7,21,8,15,0
ENSG00000254633.1|AL512590.2,0,0,0,0
ENSG00000225548.7|LINC01980,0,0,1,0
ENSG00000277863.1|AL162574.1,5,3,2,2
ENSG00000212205.1|RF00019,1,0,1,2
ENSG00000138792.10|ENPEP,86,15,28,23
ENSG00000286385.1|AL445255.1,0,0,0,0
ENSG00000263069.6|AC124319.3,393,354,209,169
ENSG00000212620.1|RF00072,0,0,0,0
ENSG00000257475.2|AC068888.2,11,0,0,0
ENSG00000187672.13|ERC2,5646,4119,2846,3032
ENSG00000240864.3|IGKV1-16,0,0,0,0
ENSG00000208017.3|MIR140,0,1,1,0
ENSG00000235335.3|AC016723.1,31,14,13,18
ENSG00000164853.9|UNCX,6,1,0,0
ENSG00000249729.2|AC093755.1,0,0,1,5
ENSG00000251880.1|RNU7-75P,5,2,2,5
ENSG00000248780.1|ARL4AP2,7,5,2,4
ENSG00000199914.1|SNORD114-16,9,3,3,1
ENSG00000188994.13|ZNF292,3722,2392,1742,1894
ENSG00000249624.9|AP000295.1,10,303,237,96
ENSG00000185638.9|FTH1P14,20,9,10,4
ENSG00000175175.6|PPM1E,1749,973,829,899
ENSG00000287119.1|AC092580.4,0,0,0,8
ENSG00000100842.13|EFS,490,287,479,165
ENSG00000261049.2|AC007347.1,0,0,3,0
ENSG00000213706.2|AL590762.2,2,4,2,0
ENSG00000175376.9|EIF1AD,454,351,305,221
ENSG00000261642.1|AL713866.1,25,21,19,17
ENSG00000272977.1|AL008721.2,241,148,93,45
ENSG00000261509.6|TP53TG3B,5,7,20,6
ENSG00000228873.1|AC012307.1,0,0,0,0
ENSG00000234043.3|NUDT9P1,23,27,33,19
ENSG00000181958.4|OR4A15,0,0,1,1
ENSG00000232533.1|AC093673.1,72,30,33,32
ENSG00000230806.1|SRGAP2-AS1,55,26,37,30
ENSG00000148719.15|DNAJB12,940,670,536,539
ENSG00000101400.5|SNTA1,2852,1784,1761,1333
ENSG00000011451.19|WIZ,1523,1081,938,746
ENSG00000252479.1|RNA5SP309,0,2,1,0
ENSG00000186522.15|SEPT10,347,181,270,124
ENSG00000143891.17|GALM,129,104,24,52
ENSG00000259564.2|AC009554.1,28,0,0,3
ENSG00000224989.2|FAM41AY1,0,0,0,0
ENSG00000122674.11|CCZ1,1345,748,478,549
ENSG00000280140.1|AC098679.4,0,0,0,0
ENSG00000252691.1|RF00283,0,0,0,0
ENSG00000162739.14|SLAMF6,0,0,5,0
ENSG00000222011.9|FAM185A,339,232,160,159
ENSG00000078319.9|PMS2P1,538,327,248,281
ENSG00000249052.1|AC093810.1,0,0,0,0
ENSG00000214106.9|PAXIP1-AS2,214,118,84,87
ENSG00000180988.2|OR52N2,0,0,11,6
ENSG00000255100.1|AP003119.2,9,3,3,0
ENSG00000218868.1|CNN3P1,7,22,14,8
ENSG00000254306.1|AC137579.2,0,0,0,0
ENSG00000243620.2|AC092957.1,10,13,11,2
ENSG00000286824.1|AL353704.2,0,0,0,0
ENSG00000278313.1|AC100827.5,8,15,0,7
ENSG00000252814.1|RN7SKP233,0,0,3,3
ENSG00000070614.15|NDST1,3498,2317,2303,1526
ENSG00000231480.1|SNRPGP13,0,0,0,0
ENSG00000184672.12|RALYL,1630,1084,651,900
ENSG00000101188.5|NTSR1,84,51,63,33
ENSG00000212024.2|MIR550A3,4,2,1,1
ENSG00000233038.6|AC011899.2,80,68,38,41
ENSG00000202433.1|RNU6-54P,1,0,0,0
ENSG00000054967.13|RELT,423,252,194,132
ENSG00000257698.2|GIHCG,317,154,88,125
ENSG00000201523.1|RNA5SP205,6,5,3,9
ENSG00000272693.4|AC073107.1,69,67,19,19
ENSG00000286198.1|AL606753.2,63,42,28,51
ENSG00000258736.1|AL583722.3,11,3,8,8
ENSG00000219930.4|GAPDHP67,1,1,1,0
ENSG00000205126.2|ACCSL,0,0,0,0
ENSG00000182793.11|GSTA5,0,0,0,0
ENSG00000221697.1|MIR1275,0,4,1,1
ENSG00000253003.1|RNU6-1261P,0,0,0,0
ENSG00000179097.5|HTR1F,200,99,65,67
ENSG00000234457.1|AC006960.1,3,0,0,0
ENSG00000274364.1|AL110115.1,4,0,0,3
ENSG00000256204.1|AC073862.1,0,0,0,0
ENSG00000166510.14|CCDC68,162,94,58,82
ENSG00000108443.14|RPS6KB1,1159,708,446,609
ENSG00000279387.1|AC011474.4,44,34,34,21
ENSG00000276039.1|AL353770.2,0,0,0,0
ENSG00000287172.1|AC073091.3,58,48,29,23
ENSG00000286009.2|AC244213.1,7,10,0,6
ENSG00000171115.4|GIMAP8,118,90,83,37
ENSG00000274072.1|RF01684,1,1,1,1
ENSG00000273302.1|AC016747.3,61,28,20,29
ENSG00000182022.18|CHST15,1443,974,618,685
ENSG00000236097.1|BNIP3P2,3,1,2,0
ENSG00000214189.9|ZNF788P,18,6,10,3
ENSG00000231915.2|SALL4P5,4,3,6,4
ENSG00000273320.1|AC007032.1,31,16,9,3
ENSG00000277919.1|MIR8067,0,0,0,0
